category,log
hardware-monitoring,Jan 08 00:36:52 important smartd[41509]: Device: /dev/sdx [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 51 to 32
hardware-monitoring,Mar 14 10:36:46 power smartd[26795]: Device: /dev/sdu [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 62 to 72
hardware-monitoring,Nov 14 08:48:19 economic smartd[19774]: Device: /dev/sdj [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 44 to 69
hardware-monitoring,Nov 17 04:07:41 trade smartd[53907]: Device: /dev/sdg [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 100 to 13
hardware-monitoring,Sep 04 21:05:57 girl smartd[38920]: Device: /dev/sdd [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 82 to 61
hardware-monitoring,Feb 29 20:46:23 increase smartd[49436]: Device: /dev/sdt [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 56 to 49
hardware-monitoring,Apr 26 06:40:05 environment smartd[17996]: Device: /dev/sdy [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 72 to 32
hardware-monitoring,Sep 25 15:25:50 know smartd[45860]: Device: /dev/sdn [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 82 to 56
hardware-monitoring,Jan 01 15:02:14 employee smartd[19655]: Device: /dev/sde [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 34 to 2
hardware-monitoring,Mar 24 16:24:25 stuff smartd[37084]: Device: /dev/sdx [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 90 to 90
hardware-monitoring,Sep 24 22:58:20 approach smartd[29732]: Device: /dev/sdz [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 13 to 71
hardware-monitoring,May 04 19:55:57 accept smartd[77933]: Device: /dev/sdp [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 73 to 15
hardware-monitoring,May 11 08:28:32 arrive smartd[18656]: Device: /dev/sdw [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 53 to 62
hardware-monitoring,Oct 04 20:09:13 loss smartd[67172]: Device: /dev/sdd [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 70 to 93
hardware-monitoring,Aug 08 07:43:27 list smartd[49968]: Device: /dev/sdg [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 89 to 5
hardware-monitoring,Jan 16 18:24:40 forward smartd[96747]: Device: /dev/sdu [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 60 to 88
hardware-monitoring,Nov 13 08:07:42 south smartd[66398]: Device: /dev/sdq [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 68 to 93
hardware-monitoring,May 13 01:39:06 move smartd[30101]: Device: /dev/sda [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 60 to 18
hardware-monitoring,Dec 16 21:30:57 detail smartd[40577]: Device: /dev/sda [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 60 to 83
hardware-monitoring,Feb 02 20:59:21 character smartd[44885]: Device: /dev/sdx [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 18 to 78
hardware-monitoring,Jun 14 21:09:14 security smartd[73917]: Device: /dev/sdw [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 84 to 95
hardware-monitoring,May 14 04:22:29 political smartd[35817]: Device: /dev/sde [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 29 to 66
hardware-monitoring,Feb 01 20:34:59 piece smartd[31042]: Device: /dev/sdw [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 81 to 41
hardware-monitoring,Nov 18 04:32:07 throw smartd[69390]: Device: /dev/sdv [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 87 to 59
hardware-monitoring,May 18 15:41:47 recently smartd[21554]: Device: /dev/sdf [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 42 to 63
hardware-monitoring,Aug 13 21:10:11 total smartd[97504]: Device: /dev/sdr [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 85 to 77
hardware-monitoring,Nov 21 18:50:50 less smartd[15407]: Device: /dev/sdb [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 48 to 64
hardware-monitoring,Jul 16 19:44:18 foot smartd[39586]: Device: /dev/sdg [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 49 to 9
hardware-monitoring,Apr 09 20:18:38 several smartd[97801]: Device: /dev/sdr [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 41 to 37
hardware-monitoring,Jul 24 22:50:04 concern smartd[94405]: Device: /dev/sde [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 71 to 59
hardware-monitoring,Jan 29 11:39:49 exactly smartd[58902]: Device: /dev/sdp [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 58 to 42
hardware-monitoring,Mar 13 19:30:03 under smartd[87825]: Device: /dev/sdx [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 59 to 50
hardware-monitoring,Dec 15 14:42:18 network smartd[25214]: Device: /dev/sdg [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 86 to 25
hardware-monitoring,Mar 28 00:20:18 list smartd[11880]: Device: /dev/sdr [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 0 to 87
hardware-monitoring,Jan 09 21:47:31 finish smartd[75920]: Device: /dev/sdy [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 16 to 55
hardware-monitoring,May 31 14:36:42 section smartd[56660]: Device: /dev/sdh [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 64 to 54
hardware-monitoring,Aug 11 22:08:17 choose smartd[26121]: Device: /dev/sdi [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 26 to 2
hardware-monitoring,Apr 25 17:43:12 night smartd[16388]: Device: /dev/sdn [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 63 to 81
hardware-monitoring,Jan 09 22:31:09 reach smartd[28662]: Device: /dev/sdo [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 6 to 82
hardware-monitoring,Jul 18 00:43:34 by smartd[79266]: Device: /dev/sdz [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 82 to 23
hardware-monitoring,Jul 27 07:06:19 chance smartd[13833]: Device: /dev/sdp [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 50 to 87
hardware-monitoring,May 31 02:52:06 doctor smartd[24352]: Device: /dev/sdd [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 80 to 40
hardware-monitoring,Sep 10 20:18:22 above smartd[55100]: Device: /dev/sda [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 53 to 98
hardware-monitoring,Nov 02 02:24:25 reality smartd[97809]: Device: /dev/sdc [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 17 to 5
hardware-monitoring,Dec 11 20:28:00 claim smartd[16396]: Device: /dev/sdq [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 98 to 84
hardware-monitoring,Feb 17 00:37:16 table smartd[72497]: Device: /dev/sdr [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 37 to 35
hardware-monitoring,Oct 23 04:56:19 rise smartd[80745]: Device: /dev/sds [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 56 to 9
hardware-monitoring,Nov 19 01:51:29 keep smartd[24732]: Device: /dev/sdz [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 7 to 60
hardware-monitoring,Mar 08 03:18:38 across smartd[13776]: Device: /dev/sdb [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 35 to 53
hardware-monitoring,Jul 18 10:56:18 concern smartd[86589]: Device: /dev/sds [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 6 to 2
hardware-monitoring,Nov 18 14:32:26 ok smartd[49478]: Device: /dev/sdc [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 23 to 14
hardware-monitoring,Jun 27 16:18:08 kind smartd[65475]: Device: /dev/sdo [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 53 to 61
hardware-monitoring,Aug 14 14:42:10 somebody smartd[25633]: Device: /dev/sda [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 48 to 12
hardware-monitoring,Feb 21 15:23:28 politics smartd[75590]: Device: /dev/sdw [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 90 to 64
hardware-monitoring,Oct 13 06:24:37 suffer smartd[84880]: Device: /dev/sdr [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 100 to 28
hardware-monitoring,Sep 26 22:28:36 public smartd[87522]: Device: /dev/sdd [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 95 to 31
hardware-monitoring,Aug 16 21:43:43 against smartd[29050]: Device: /dev/sdp [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 27 to 95
hardware-monitoring,Jul 29 13:46:57 health smartd[23951]: Device: /dev/sdx [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 46 to 74
hardware-monitoring,Feb 02 23:56:50 more smartd[23258]: Device: /dev/sda [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 69 to 13
hardware-monitoring,May 20 12:35:33 entire smartd[41406]: Device: /dev/sdt [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 63 to 90
hardware-monitoring,Dec 24 06:42:25 stock smartd[79810]: Device: /dev/sdb [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 73 to 2
hardware-monitoring,Sep 17 11:48:14 home smartd[53917]: Device: /dev/sdp [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 70 to 86
hardware-monitoring,Dec 05 16:37:27 officer smartd[88642]: Device: /dev/sdl [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 34 to 94
hardware-monitoring,Dec 23 16:01:59 without smartd[30136]: Device: /dev/sdy [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 87 to 30
hardware-monitoring,Nov 09 17:34:14 possible smartd[34637]: Device: /dev/sdn [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 64 to 6
hardware-monitoring,Mar 21 00:50:08 occur smartd[80065]: Device: /dev/sdt [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 99 to 37
hardware-monitoring,Dec 09 01:40:10 politics smartd[40602]: Device: /dev/sdf [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 19 to 73
hardware-monitoring,Nov 01 22:14:08 simply smartd[24489]: Device: /dev/sdh [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 60 to 95
hardware-monitoring,Aug 24 13:15:17 first smartd[61484]: Device: /dev/sde [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 12 to 73
hardware-monitoring,Aug 17 00:12:21 join smartd[23468]: Device: /dev/sdc [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 90 to 88
hardware-monitoring,Jul 02 15:48:33 toward smartd[66527]: Device: /dev/sdd [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 86 to 85
hardware-monitoring,Jan 28 01:24:53 result smartd[81977]: Device: /dev/sda [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 93 to 100
hardware-monitoring,Jun 09 18:59:35 simply smartd[48450]: Device: /dev/sda [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 27 to 99
hardware-monitoring,Jul 07 02:26:38 computer smartd[73169]: Device: /dev/sdp [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 63 to 94
hardware-monitoring,Jan 26 23:07:04 story smartd[51379]: Device: /dev/sdo [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 39 to 80
hardware-monitoring,Oct 04 17:04:50 hope smartd[21461]: Device: /dev/sdu [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 52 to 75
hardware-monitoring,Jan 08 04:38:14 fish smartd[39692]: Device: /dev/sdz [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 79 to 54
hardware-monitoring,Sep 14 11:15:43 goal smartd[32325]: Device: /dev/sdu [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 14 to 75
hardware-monitoring,Dec 30 12:04:55 happy smartd[78421]: Device: /dev/sdo [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 68 to 50
hardware-monitoring,Aug 25 16:00:15 federal smartd[22179]: Device: /dev/sdu [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 3 to 1
hardware-monitoring,Nov 13 02:48:47 different smartd[20793]: Device: /dev/sdd [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 81 to 44
hardware-monitoring,Apr 13 11:37:34 so smartd[20913]: Device: /dev/sdy [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 65 to 15
hardware-monitoring,Oct 02 12:22:38 institution smartd[37325]: Device: /dev/sdp [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 26 to 162
hardware-monitoring,Sep 01 07:28:27 there smartd[82313]: Device: /dev/sdu [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 26 to 16
hardware-monitoring,Mar 01 10:24:44 society smartd[86667]: Device: /dev/sdk [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 9 to 108
hardware-monitoring,Dec 18 05:38:53 baby smartd[46876]: Device: /dev/sdl [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 138 to 32
hardware-monitoring,Dec 07 19:48:14 issue smartd[92573]: Device: /dev/sdk [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 133 to 128
hardware-monitoring,Nov 07 06:03:50 spend smartd[44180]: Device: /dev/sdc [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 8 to 54
hardware-monitoring,Jan 07 20:29:39 particular smartd[39360]: Device: /dev/sdj [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 10 to 85
hardware-monitoring,Sep 14 23:13:04 positive smartd[60262]: Device: /dev/sds [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 158 to 14
hardware-monitoring,Jun 12 07:24:17 build smartd[83829]: Device: /dev/sdr [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 175 to 198
hardware-monitoring,Aug 19 11:04:13 father smartd[31642]: Device: /dev/sde [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 102 to 178
hardware-monitoring,Oct 01 16:44:01 teacher smartd[17815]: Device: /dev/sdl [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 200 to 99
hardware-monitoring,Aug 19 06:23:21 despite smartd[84247]: Device: /dev/sdv [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 117 to 62
hardware-monitoring,Jan 29 02:32:13 forward smartd[20701]: Device: /dev/sdj [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 199 to 194
hardware-monitoring,Aug 28 23:04:17 natural smartd[96856]: Device: /dev/sdh [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 121 to 62
hardware-monitoring,Nov 18 14:48:09 question smartd[44575]: Device: /dev/sdx [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 29 to 193
hardware-monitoring,Apr 27 06:26:34 these smartd[25401]: Device: /dev/sdv [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 8 to 15
hardware-monitoring,Nov 09 01:56:14 paper smartd[82324]: Device: /dev/sdr [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 27 to 142
hardware-monitoring,May 23 23:34:29 animal smartd[32819]: Device: /dev/sdf [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 98 to 46
hardware-monitoring,Nov 28 03:07:21 sound smartd[17321]: Device: /dev/sdf [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 28 to 142
hardware-monitoring,Jun 18 07:54:53 manage smartd[88211]: Device: /dev/sda [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 6 to 18
hardware-monitoring,Aug 15 03:49:47 report smartd[26028]: Device: /dev/sdd [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 200 to 156
hardware-monitoring,Jan 01 22:41:44 wait smartd[27624]: Device: /dev/sdx [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 103 to 72
hardware-monitoring,Nov 08 08:09:14 prevent smartd[66384]: Device: /dev/sdd [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 42 to 131
hardware-monitoring,Jan 04 03:53:17 indeed smartd[37655]: Device: /dev/sdb [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 1 to 189
hardware-monitoring,Sep 27 23:44:02 surface smartd[90048]: Device: /dev/sdv [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 63 to 187
hardware-monitoring,Feb 23 20:34:13 me smartd[44198]: Device: /dev/sdo [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 77 to 183
hardware-monitoring,May 03 19:44:01 military smartd[43407]: Device: /dev/sdq [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 185 to 93
hardware-monitoring,Oct 05 01:42:03 full smartd[59056]: Device: /dev/sdx [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 164 to 71
hardware-monitoring,Apr 17 00:33:21 during smartd[22427]: Device: /dev/sdm [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 115 to 194
hardware-monitoring,Jan 31 00:09:23 in smartd[92480]: Device: /dev/sdy [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 97 to 36
hardware-monitoring,Dec 09 17:02:03 big smartd[61649]: Device: /dev/sdb [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 168 to 182
hardware-monitoring,Aug 09 07:17:47 page smartd[81073]: Device: /dev/sdk [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 102 to 86
hardware-monitoring,Oct 18 22:23:01 want smartd[15751]: Device: /dev/sde [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 22 to 69
hardware-monitoring,Oct 26 18:26:48 back smartd[67192]: Device: /dev/sdu [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 13 to 52
hardware-monitoring,Mar 28 13:40:06 rule smartd[52359]: Device: /dev/sdg [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 11 to 29
hardware-monitoring,Sep 06 19:34:52 marriage smartd[16521]: Device: /dev/sdz [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 34 to 82
hardware-monitoring,Sep 23 05:18:32 candidate smartd[30192]: Device: /dev/sdy [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 52 to 76
hardware-monitoring,Jun 27 10:45:28 white smartd[17655]: Device: /dev/sdj [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 71 to 30
hardware-monitoring,Jun 01 17:11:05 part smartd[29649]: Device: /dev/sdb [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 155 to 128
hardware-monitoring,Aug 15 16:49:35 all smartd[77340]: Device: /dev/sdd [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 157 to 191
hardware-monitoring,Mar 05 05:13:13 challenge smartd[49105]: Device: /dev/sde [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 138 to 29
hardware-monitoring,Nov 26 15:55:52 teacher smartd[35172]: Device: /dev/sdq [SAT], SMART Usage Attribute: 194 Temperature_Celsius changed from 93 to 162
